Temperature;Turbidity (cm);Dissolved Oxygen (mg/L);Biochemical Oxygen Demand (mg/L);Carbon Dioxide (CO2);pH;Total Alkalinity (mg L-1);Total Hardness (mg L-1);Calcium (mg L-1);Ammonia (mg L-1);Nitrite (mg L-1);Phosphorus (mg L-1);Hydrogen Sulfide (mg L-1);Plankton Count (No. L-1);Water Quality Label;Aquaculture Suitability Tier;Aquaculture Suitability Description
4.97;20.96;5.906;2.738;8.219;9.436;32.228;197.488;20.478;0.034;0.713;2.502;0.006;5575.0;2;Reduced Suitability;Reduced Suitability: Water conditions are under stress and may impair aquaculture performance, fish health, or pond stability.
6.43;25.43;6.155;5.874;9.167;6.121;44.292;293.334;22.1;0.047;1.557;2.957;0.01;2978.0;2;Reduced Suitability;Reduced Suitability: Water conditions are under stress and may impair aquaculture performance, fish health, or pond stability.
10.09;26.76;5.984;3.363;8.102;9.279;176.134;24.197;249.162;0.029;0.327;2.496;0.014;5112.0;2;Reduced Suitability;Reduced Suitability: Water conditions are under stress and may impair aquaculture performance, fish health, or pond stability.
63.78;25.3;7.83;5.068;9.622;6.148;38.179;273.714;208.423;0.026;0.105;2.719;0.009;5406.0;2;Reduced Suitability;Reduced Suitability: Water conditions are under stress and may impair aquaculture performance, fish health, or pond stability.
0.88;28.43;5.635;5.962;0.764;6.27;103.737;202.786;23.63;0.047;0.065;0.025;0.003;5869.0;2;Reduced Suitability;Reduced Suitability: Water conditions are under stress and may impair aquaculture performance, fish health, or pond stability.
9.38;21.09;7.544;4.185;1.283;9.223;171.144;168.482;21.33;0.038;0.176;0.023;0.009;5518.0;2;Reduced Suitability;Reduced Suitability: Water conditions are under stress and may impair aquaculture performance, fish health, or pond stability.
2.82;22.3;7.008;2.82;8.396;9.202;44.354;278.897;197.317;0.042;0.502;2.551;0.011;2369.0;2;Reduced Suitability;Reduced Suitability: Water conditions are under stress and may impair aquaculture performance, fish health, or pond stability.
72.76;28.7;5.666;3.007;2.189;9.061;106.244;279.121;242.505;0.03;1.475;0.013;0.004;2169.0;2;Reduced Suitability;Reduced Suitability: Water conditions are under stress and may impair aquaculture performance, fish health, or pond stability.
67.85;23.57;7.42;5.691;4.159;9.309;49.663;41.749;21.25;0.047;1.944;0.022;0.013;5920.0;2;Reduced Suitability;Reduced Suitability: Water conditions are under stress and may impair aquaculture performance, fish health, or pond stability.
0.78;25.78;7.767;5.84;2.56;9.174;176.37;154.264;122.341;0.029;0.318;2.981;0.002;4587.0;2;Reduced Suitability;Reduced Suitability: Water conditions are under stress and may impair aquaculture performance, fish health, or pond stability.
14.59;24.64;7.371;2.893;0.27;9.055;43.459;50.73;244.581;0.041;1.867;2.224;0.01;5683.0;2;Reduced Suitability;Reduced Suitability: Water conditions are under stress and may impair aquaculture performance, fish health, or pond stability.
0.41;23.86;6.768;5.535;1.316;6.307;44.131;164.579;210.611;0.043;0.662;0.014;0.0;4863.0;2;Reduced Suitability;Reduced Suitability: Water conditions are under stress and may impair aquaculture performance, fish health, or pond stability.
68.45;26.14;5.717;2.1;9.156;9.111;37.837;71.931;12.525;0.046;0.868;2.069;0.013;2558.0;2;Reduced Suitability;Reduced Suitability: Water conditions are under stress and may impair aquaculture performance, fish health, or pond stability.
65.26;26.72;5.603;4.936;8.204;9.388;121.223;28.179;223.64;0.026;0.088;2.686;0.002;4894.0;2;Reduced Suitability;Reduced Suitability: Water conditions are under stress and may impair aquaculture performance, fish health, or pond stability.
80.05;18.25;5.389;4.026;4.707;6.431;169.896;283.443;20.234;0.04;0.073;2.526;0.001;5122.0;2;Reduced Suitability;Reduced Suitability: Water conditions are under stress and may impair aquaculture performance, fish health, or pond stability.
0.85;29.42;5.511;5.16;9.825;9.487;137.063;58.67;20.429;0.036;1.2;2.27;0.011;2045.0;2;Reduced Suitability;Reduced Suitability: Water conditions are under stress and may impair aquaculture performance, fish health, or pond stability.
82.18;18.37;5.665;2.579;4.867;6.167;28.539;190.192;19.65;0.036;0.503;0.014;0.001;5774.0;2;Reduced Suitability;Reduced Suitability: Water conditions are under stress and may impair aquaculture performance, fish health, or pond stability.
72.07;23.64;5.367;3.692;3.742;6.426;148.969;65.758;123.984;0.041;1.103;2.779;0.011;2913.0;2;Reduced Suitability;Reduced Suitability: Water conditions are under stress and may impair aquaculture performance, fish health, or pond stability.
72.27;23.27;5.624;4.49;8.743;9.424;139.722;290.166;244.846;0.028;0.044;2.875;0.006;2458.0;2;Reduced Suitability;Reduced Suitability: Water conditions are under stress and may impair aquaculture performance, fish health, or pond stability.
82.77;24.77;6.589;2.404;8.39;6.313;154.12;58.09;196.811;0.028;1.645;2.641;0.011;4796.0;2;Reduced Suitability;Reduced Suitability: Water conditions are under stress and may impair aquaculture performance, fish health, or pond stability.
6.6;26.03;7.318;2.86;4.241;9.488;176.376;34.511;18.071;0.042;0.79;2.741;0.0;2759.0;2;Reduced Suitability;Reduced Suitability: Water conditions are under stress and may impair aquaculture performance, fish health, or pond stability.
69.52;20.37;7.845;5.958;9.086;6.123;44.354;69.52;238.14;0.041;1.869;0.02;0.004;2131.0;2;Reduced Suitability;Reduced Suitability: Water conditions are under stress and may impair aquaculture performance, fish health, or pond stability.
78.26;22.01;5.26;5.844;9.326;6.22;39.088;39.942;19.405;0.039;0.123;2.09;0.005;2584.0;2;Reduced Suitability;Reduced Suitability: Water conditions are under stress and may impair aquaculture performance, fish health, or pond stability.
84.02;29.82;6.246;4.618;3.686;6.049;126.132;233.216;13.707;0.039;0.32;0.011;0.001;5232.0;2;Reduced Suitability;Reduced Suitability: Water conditions are under stress and may impair aquaculture performance, fish health, or pond stability.
5.86;21.39;6.892;5.15;9.699;6.365;128.534;65.276;168.468;0.043;1.351;0.012;0.008;5999.0;2;Reduced Suitability;Reduced Suitability: Water conditions are under stress and may impair aquaculture performance, fish health, or pond stability.
63.3;25.6;7.678;4.282;4.296;6.337;117.737;168.391;246.953;0.049;0.154;0.021;0.013;2570.0;2;Reduced Suitability;Reduced Suitability: Water conditions are under stress and may impair aquaculture performance, fish health, or pond stability.
1.73;42.19;3.505;1.734;7.924;8.458;87.234;147.961;26.491;0.012;0.006;0.359;0.019;3115.0;2;Reduced Suitability;Reduced Suitability: Water conditions are under stress and may impair aquaculture performance, fish health, or pond stability.
2.73;38.39;4.199;1.754;5.244;8.287;48.581;123.475;57.783;0.01;0.001;1.339;0.019;3456.0;2;Reduced Suitability;Reduced Suitability: Water conditions are under stress and may impair aquaculture performance, fish health, or pond stability.
71.71;62.22;3.483;1.063;6.284;8.166;65.558;147.182;28.945;0.008;0.016;0.69;0.02;4001.0;2;Reduced Suitability;Reduced Suitability: Water conditions are under stress and may impair aquaculture performance, fish health, or pond stability.
69.34;30.63;3.678;1.778;5.245;7.418;29.881;132.912;89.237;0.019;0.004;1.041;0.02;3946.0;2;Reduced Suitability;Reduced Suitability: Water conditions are under stress and may impair aquaculture performance, fish health, or pond stability.
12.59;30.54;4.329;1.017;7.558;6.948;45.082;142.869;86.69;0.003;0.009;0.938;0.02;3120.0;2;Reduced Suitability;Reduced Suitability: Water conditions are under stress and may impair aquaculture performance, fish health, or pond stability.
78.83;50.68;3.114;1.349;7.652;7.607;51.683;76.854;61.011;0.013;0.008;1.332;0.02;3551.0;2;Reduced Suitability;Reduced Suitability: Water conditions are under stress and may impair aquaculture performance, fish health, or pond stability.
7.06;46.17;4.978;1.668;5.679;8.534;29.029;144.875;73.931;0.021;0.011;0.28;0.02;4382.0;2;Reduced Suitability;Reduced Suitability: Water conditions are under stress and may impair aquaculture performance, fish health, or pond stability.
10.8;47.23;4.808;1.583;6.437;6.877;58.268;93.031;44.178;0.009;0.008;1.101;0.019;4224.0;2;Reduced Suitability;Reduced Suitability: Water conditions are under stress and may impair aquaculture performance, fish health, or pond stability.
81.92;42.21;4.588;1.794;6.916;6.552;67.15;87.095;75.701;0.009;0.009;0.291;0.019;3388.0;2;Reduced Suitability;Reduced Suitability: Water conditions are under stress and may impair aquaculture performance, fish health, or pond stability.
10.01;50.49;3.17;1.08;6.219;8.522;97.765;147.099;44.963;0.024;0.003;0.854;0.02;3592.0;2;Reduced Suitability;Reduced Suitability: Water conditions are under stress and may impair aquaculture performance, fish health, or pond stability.
77.93;32.41;4.856;1.076;5.273;7.382;31.77;109.783;89.458;0.008;0.004;1.27;0.019;4018.0;2;Reduced Suitability;Reduced Suitability: Water conditions are under stress and may impair aquaculture performance, fish health, or pond stability.
76.17;77.41;4.112;1.499;7.104;7.053;26.293;81.107;57.759;0.006;0.001;1.036;0.019;3008.0;2;Reduced Suitability;Reduced Suitability: Water conditions are under stress and may impair aquaculture performance, fish health, or pond stability.
82.0;31.85;3.584;1.175;7.351;8.528;42.338;139.669;92.433;0.023;0.011;1.872;0.02;3663.0;2;Reduced Suitability;Reduced Suitability: Water conditions are under stress and may impair aquaculture performance, fish health, or pond stability.
14.84;56.7;3.025;1.088;7.055;6.761;29.811;76.975;93.737;0.017;0.014;1.237;0.019;3142.0;2;Reduced Suitability;Reduced Suitability: Water conditions are under stress and may impair aquaculture performance, fish health, or pond stability.
4.98;56.19;3.837;1.212;7.099;7.133;62.808;141.75;92.113;0.01;0.0;1.991;0.019;3783.0;2;Reduced Suitability;Reduced Suitability: Water conditions are under stress and may impair aquaculture performance, fish health, or pond stability.
76.59;34.33;4.999;1.552;5.992;8.513;42.534;135.447;63.868;0.01;0.008;1.922;0.02;3590.0;2;Reduced Suitability;Reduced Suitability: Water conditions are under stress and may impair aquaculture performance, fish health, or pond stability.
7.16;41.59;4.347;1.089;7.02;7.262;98.875;103.986;71.909;0.012;0.004;1.268;0.019;4481.0;2;Reduced Suitability;Reduced Suitability: Water conditions are under stress and may impair aquaculture performance, fish health, or pond stability.
71.36;49.17;4.1;1.076;7.463;8.255;70.423;124.26;33.186;0.008;0.019;0.512;0.02;3986.0;2;Reduced Suitability;Reduced Suitability: Water conditions are under stress and may impair aquaculture performance, fish health, or pond stability.
2.85;51.24;4.544;1.94;7.653;8.197;60.899;100.647;26.069;0.024;0.007;0.881;0.02;3866.0;2;Reduced Suitability;Reduced Suitability: Water conditions are under stress and may impair aquaculture performance, fish health, or pond stability.
5.97;68.68;3.639;1.508;7.348;7.203;84.972;91.318;62.005;0.022;0.018;0.854;0.02;4144.0;2;Reduced Suitability;Reduced Suitability: Water conditions are under stress and may impair aquaculture performance, fish health, or pond stability.
69.82;72.65;4.379;1.983;6.399;6.987;52.67;138.635;55.386;0.013;0.002;1.818;0.019;4198.0;2;Reduced Suitability;Reduced Suitability: Water conditions are under stress and may impair aquaculture performance, fish health, or pond stability.
5.51;77.29;3.73;1.719;7.364;7.174;73.872;81.46;99.774;0.003;0.0;0.28;0.02;4363.0;2;Reduced Suitability;Reduced Suitability: Water conditions are under stress and may impair aquaculture performance, fish health, or pond stability.
68.77;35.91;3.147;1.713;5.822;6.898;30.442;142.705;99.996;0.014;0.001;1.97;0.019;3464.0;2;Reduced Suitability;Reduced Suitability: Water conditions are under stress and may impair aquaculture performance, fish health, or pond stability.
3.09;39.39;4.836;1.294;5.202;7.152;34.376;124.999;47.262;0.01;0.003;0.472;0.02;3250.0;2;Reduced Suitability;Reduced Suitability: Water conditions are under stress and may impair aquaculture performance, fish health, or pond stability.
74.04;35.46;3.206;1.945;7.953;6.789;38.32;88.233;63.151;0.015;0.013;1.455;0.019;4283.0;2;Reduced Suitability;Reduced Suitability: Water conditions are under stress and may impair aquaculture performance, fish health, or pond stability.
6.54;52.72;4.497;1.406;6.397;7.87;47.485;120.861;88.366;0.001;0.016;1.719;0.02;3417.0;2;Reduced Suitability;Reduced Suitability: Water conditions are under stress and may impair aquaculture performance, fish health, or pond stability.
11.18;40.11;4.569;1.099;5.448;8.15;86.692;149.558;68.277;0.017;0.007;0.603;0.019;3293.0;2;Reduced Suitability;Reduced Suitability: Water conditions are under stress and may impair aquaculture performance, fish health, or pond stability.
3.45;44.17;3.706;1.04;6.118;7.603;76.581;100.009;63.548;0.019;0.009;1.921;0.019;3623.0;2;Reduced Suitability;Reduced Suitability: Water conditions are under stress and may impair aquaculture performance, fish health, or pond stability.
1.07;47.01;3.042;1.395;6.211;7.723;96.025;108.61;26.974;0.02;0.008;0.798;0.02;3150.0;2;Reduced Suitability;Reduced Suitability: Water conditions are under stress and may impair aquaculture performance, fish health, or pond stability.
60.92;60.52;3.033;1.598;6.676;8.881;79.852;112.748;25.979;0.022;0.018;1.235;0.019;3015.0;2;Reduced Suitability;Reduced Suitability: Water conditions are under stress and may impair aquaculture performance, fish health, or pond stability.
73.81;62.83;3.678;1.011;7.384;6.994;28.038;79.122;75.533;0.017;0.019;1.565;0.019;3064.0;2;Reduced Suitability;Reduced Suitability: Water conditions are under stress and may impair aquaculture performance, fish health, or pond stability.
4.55;78.98;4.441;1.3;5.799;8.593;95.879;116.411;89.057;0.023;0.004;0.641;0.02;3861.0;2;Reduced Suitability;Reduced Suitability: Water conditions are under stress and may impair aquaculture performance, fish health, or pond stability.
3.22;51.19;4.803;1.347;6.089;7.247;95.804;108.544;89.286;0.022;0.016;1.945;0.02;3391.0;2;Reduced Suitability;Reduced Suitability: Water conditions are under stress and may impair aquaculture performance, fish health, or pond stability.
1.3;71.77;3.947;1.688;5.362;8.108;31.768;88.875;81.77;0.016;0.009;1.632;0.019;3775.0;2;Reduced Suitability;Reduced Suitability: Water conditions are under stress and may impair aquaculture performance, fish health, or pond stability.
0.19;39.47;3.111;1.337;6.551;7.702;35.273;83.656;42.346;0.01;0.01;1.903;0.02;3914.0;2;Reduced Suitability;Reduced Suitability: Water conditions are under stress and may impair aquaculture performance, fish health, or pond stability.
12.56;49.56;3.816;1.127;7.386;6.653;52.429;85.163;64.28;0.013;0.019;0.862;0.02;3266.0;2;Reduced Suitability;Reduced Suitability: Water conditions are under stress and may impair aquaculture performance, fish health, or pond stability.
70.24;58.11;3.672;1.533;7.71;7.708;35.045;146.202;63.716;0.001;0.003;0.759;0.02;3103.0;2;Reduced Suitability;Reduced Suitability: Water conditions are under stress and may impair aquaculture performance, fish health, or pond stability.
61.52;77.84;3.608;1.904;5.422;8.095;62.663;116.093;71.837;0.003;0.014;1.317;0.02;4425.0;2;Reduced Suitability;Reduced Suitability: Water conditions are under stress and may impair aquaculture performance, fish health, or pond stability.
72.54;32.21;3.593;1.283;5.68;7.463;78.711;81.752;62.856;0.014;0.007;1.767;0.019;4019.0;2;Reduced Suitability;Reduced Suitability: Water conditions are under stress and may impair aquaculture performance, fish health, or pond stability.
